_id,assessmentSessionId,sessionName,userId,assessmentDate,score,__v,maxScore
66139b0ba17a6dbac96b1726,66138a552b58b7175bca70b4,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",661224230ccdccd17b1e084c,2024-04-11 08:00:00,85,0.0,100
6614ee8967ee280377892d99,661380ac2b58b7175bca7031,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",661224230ccdccd17b1e084c,2024-04-10 12:00:00,43,,100
6614ee8967ee280377892d9a,66138a552b58b7175bca70b4,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",661224230ccdccd17b1e084c,2024-04-11 15:00:00,69,,100
6614ee8967ee280377892d9b,6613a181a17a6dbac96b1781,Infrastructure as Code (IaC),661224230ccdccd17b1e084c,2024-04-11 11:30:00,63,,100
6614ee8967ee280377892d9c,6613e4e59ee42a92eca133ee,Feature engineering,660feb0a6f3688dd93b442d9,2024-01-11 00:00:00,40,,100
6614ee8967ee280377892d9d,6613e4e59ee42a92eca133ef,Reinforcement learning,660fe8a86f3688dd93b3667b,2024-01-10 00:00:00,94,,100
6614ee8967ee280377892d9e,6613e4e59ee42a92eca133f0,Model evaluation and validation,661224230ccdccd17b1e084c,2024-01-06 00:00:00,51,,100
6614ee8967ee280377892d9f,6613e4e59ee42a92eca133f1,Infrastructure automation,660feb0a6f3688dd93b442e7,2024-01-13 00:00:00,56,,100
6614ee8967ee280377892da0,6613e4e59ee42a92eca133f2,User research,660feb0a6f3688dd93b442c5,2024-01-08 00:00:00,70,,100
6614ee8967ee280377892da1,6613e4e59ee42a92eca133f3,A/B testing methodologies,660feb0a6f3688dd93b442cf,2024-01-12 00:00:00,71,,100
6614ee8967ee280377892da2,6613e4e59ee42a92eca133f4,Model evaluation and validation,660fe8a86f3688dd93b36694,2024-01-10 00:00:00,36,,100
6614ee8967ee280377892da3,6613e4e59ee42a92eca133f5,Data governance,660feb0a6f3688dd93b442e7,2024-01-10 00:00:00,97,,100
6614ee8967ee280377892da4,6613e4e59ee42a92eca133f6,Prototyping,660fe8a86f3688dd93b36685,2024-01-16 00:00:00,93,,100
6614ee8967ee280377892da5,6613e4e59ee42a92eca133f7,Data Science Fundamentals,660feb0a6f3688dd93b442de,2024-01-08 00:00:00,81,,100
6614ee8967ee280377892da6,6613e4e59ee42a92eca133f8,Test automation frameworks,660feb0a6f3688dd93b442c8,2024-01-12 00:00:00,73,,100
6614ee8967ee280377892da7,6613e4e59ee42a92eca133f9,"Message brokers (e.g., RabbitMQ, Kafka)",660fe8a86f3688dd93b36695,2024-01-08 00:00:00,95,,100
6614ee8967ee280377892da8,6613e4e59ee42a92eca133fa,Automated incident response,660feb0a6f3688dd93b442fa,2024-01-13 00:00:00,81,,100
6614ee8a67ee280377892da9,6613e4e59ee42a92eca133fb,User personas,660feb0a6f3688dd93b442d9,2024-01-12 00:00:00,90,,100
6614ee8a67ee280377892daa,6613e4e59ee42a92eca133fc,Monitoring and logging in cloud environments,660feb0a6f3688dd93b442e4,2024-01-15 00:00:00,45,,100
6614ee8a67ee280377892dab,6613e4e59ee42a92eca133fd,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",660fe8a86f3688dd93b36678,2024-01-10 00:00:00,43,,100
6614ee8a67ee280377892dac,6613e4e59ee42a92eca133fe,Advanced Machine Learning,661224230ccdccd17b1e084c,2024-01-16 00:00:00,81,,100
6614ee8a67ee280377892dad,6613e4e59ee42a92eca133ff,Interaction design,660feb0a6f3688dd93b442d6,2024-01-08 00:00:00,89,,100
6614ee8a67ee280377892dae,6613e4e59ee42a92eca13400,Information architecture,660feb0a6f3688dd93b442c0,2024-01-11 00:00:00,57,,100
6614ee8a67ee280377892daf,6613e4e59ee42a92eca13401,Software architecture,660feb0a6f3688dd93b442e8,2024-01-08 00:00:00,65,,100
6614ee8a67ee280377892db0,6613e4e59ee42a92eca13402,Data warehouses,6613726b575d5b967ace46b4,2024-01-12 00:00:00,52,,100
6614ee8a67ee280377892db1,6613e4e59ee42a92eca13403,Data preprocessing techniques,660fe8a86f3688dd93b36684,2024-01-08 00:00:00,45,,100
6614ee8a67ee280377892db2,6613e4e59ee42a92eca13404,Cost management in the cloud,660fe8a86f3688dd93b3669b,2024-01-14 00:00:00,76,,100
6614ee8a67ee280377892db3,6613e4e59ee42a92eca13405,Exploratory data analysis (EDA),660feb0a6f3688dd93b442ca,2024-01-08 00:00:00,55,,100
6614ee8a67ee280377892db4,6613e4e59ee42a92eca13406,Scalable backend architectures,660feb0a6f3688dd93b442e0,2024-01-09 00:00:00,92,,100
6614ee8a67ee280377892db5,6613e4e59ee42a92eca13407,Data Analytics Bootcamp,660fe8a86f3688dd93b36687,2024-01-05 00:00:00,30,,100
6614ee8a67ee280377892db6,6613e4e59ee42a92eca13408,Data Engineering Essentials,660fe8a86f3688dd93b3668e,2024-01-10 00:00:00,89,,100
6614ee8a67ee280377892db7,6613e4e59ee42a92eca13409,Refactoring techniques,660feb0a6f3688dd93b442ea,2024-01-09 00:00:00,47,,100
6614ee8a67ee280377892db8,6613e4e59ee42a92eca1340a,"Server-side programming languages (e.g., Node.js, Django, Flask)",660feb0a6f3688dd93b442c2,2024-01-15 00:00:00,96,,100
6614ee8a67ee280377892db9,6613e4e59ee42a92eca1340b,User personas,660feb0a6f3688dd93b442f9,2024-01-16 00:00:00,85,,100
6614ee8a67ee280377892dba,6613e4e59ee42a92eca1340c,"Server-side programming languages (e.g., Node.js, Django, Flask)",660feb0a6f3688dd93b442cb,2024-01-09 00:00:00,74,,100
6614ee8b67ee280377892dbb,6613e4e59ee42a92eca1340d,Automated documentation generation,660fe8a86f3688dd93b36682,2024-01-04 00:00:00,48,,100
6614ee8b67ee280377892dbc,6613e4e59ee42a92eca1340e,Real-time data processing,660fe8a86f3688dd93b36698,2024-01-14 00:00:00,78,,100
6614ee8b67ee280377892dbd,6613e4e59ee42a92eca1340f,Continuous testing,660fe8a86f3688dd93b3668e,2024-01-11 00:00:00,36,,100
6614ee8b67ee280377892dbe,6613e4e59ee42a92eca13410,Usability testing,660fe8a86f3688dd93b3667b,2024-01-07 00:00:00,87,,100
6614ee8b67ee280377892dbf,6613e4e59ee42a92eca13411,Object-oriented programming (OOP),660feb0a6f3688dd93b442d4,2024-01-07 00:00:00,84,,100
6614ee8b67ee280377892dc0,6613e4e59ee42a92eca13412,Data pipelines,660feb0a6f3688dd93b442df,2024-01-08 00:00:00,87,,100
6614ee8b67ee280377892dc1,6613e4e59ee42a92eca13413,Database optimization,660feb0a6f3688dd93b442da,2024-01-16 00:00:00,61,,100
6614ee8b67ee280377892dc2,6613e4e59ee42a92eca13414,Automated incident response,660feb0a6f3688dd93b442db,2024-01-11 00:00:00,50,,100
6614ee8b67ee280377892dc3,6613e4e59ee42a92eca13415,Automated documentation generation,660feb0a6f3688dd93b442d9,2024-01-13 00:00:00,90,,100
6614ee8b67ee280377892dc4,6613e4e59ee42a92eca13416,Cost management in the cloud,660fe8a86f3688dd93b36695,2024-01-07 00:00:00,31,,100
6614ee8b67ee280377892dc5,6613e4e59ee42a92eca13417,Automated deployment pipelines,660feb0a6f3688dd93b442f8,2024-01-11 00:00:00,51,,100
6614ee8b67ee280377892dc6,6613e4e59ee42a92eca13418,"Containers and container orchestration (e.g., Docker, Kubernetes)",660feb0a6f3688dd93b442f2,2024-01-04 00:00:00,30,,100
6614ee8b67ee280377892dc7,6613e4e59ee42a92eca13419,Data modeling and ORM (Object-Relational Mapping),660feb0a6f3688dd93b442e1,2024-01-08 00:00:00,93,,100
6614ee8b67ee280377892dc8,6613e4e59ee42a92eca1341a,Automated deployment pipelines,660fe8a86f3688dd93b36678,2024-01-12 00:00:00,94,,100
6614ee8b67ee280377892dc9,6613e4e59ee42a92eca1341b,Design patterns,660feb0a6f3688dd93b442ce,2024-01-03 00:00:00,97,,100
6614ee8b67ee280377892dca,6613e4e59ee42a92eca1341c,Continuous testing,660feb0a6f3688dd93b442c5,2024-01-11 00:00:00,58,,100
6614ee8b67ee280377892dcb,6613e4e59ee42a92eca1341d,"Configuration management tools (e.g., Ansible, Chef, Puppet)",660feb0a6f3688dd93b442e0,2024-01-11 00:00:00,31,,100
6614ee8b67ee280377892dcc,6613e4e59ee42a92eca1341e,Prototyping,660feb0a6f3688dd93b442ef,2024-01-11 00:00:00,87,,100
6614ee8c67ee280377892dcd,6613e4e59ee42a92eca1341f,Caching strategies,660feb0a6f3688dd93b442e6,2024-01-04 00:00:00,96,,100
6614ee8c67ee280377892dce,6613e4e59ee42a92eca13420,"Message brokers (e.g., RabbitMQ, Kafka)",660fe8a86f3688dd93b36699,2024-01-09 00:00:00,54,,100
6614ee8c67ee280377892dcf,6613e4e59ee42a92eca13421,Responsive web design,660feb0a6f3688dd93b442d6,2024-01-12 00:00:00,30,,100
6614ee8c67ee280377892dd0,6613e4e59ee42a92eca13422,Time series analysis,660feb0a6f3688dd93b442c2,2024-01-10 00:00:00,92,,100
6614ee8c67ee280377892dd1,6613e4e59ee42a92eca13423,Data preprocessing techniques,660fe8a86f3688dd93b3669a,2024-01-08 00:00:00,66,,100
6614ee8c67ee280377892dd2,6613e4e59ee42a92eca13424,Accessibility standards,660fe8a86f3688dd93b36678,2024-01-13 00:00:00,80,,100
6614ee8c67ee280377892dd3,6613e4e59ee42a92eca13425,Backend Development Bootcamp,660fe8a86f3688dd93b36689,2024-01-09 00:00:00,84,,100
6614ee8c67ee280377892dd4,6613e4e59ee42a92eca13426,"Server-side programming languages (e.g., Node.js, Django, Flask)",660feb0a6f3688dd93b442e6,2024-01-06 00:00:00,78,,100
6614ee8c67ee280377892dd5,6613e4e59ee42a92eca13427,Agile methodologies,660fe8a86f3688dd93b36686,2024-01-13 00:00:00,62,,100
6614ee8c67ee280377892dd6,6613e4e59ee42a92eca13428,Continuous integration/continuous deployment (CI/CD),660feb0a6f3688dd93b442c2,2024-01-11 00:00:00,62,,100
6614ee8c67ee280377892dd7,6613e4e59ee42a92eca13429,Data preprocessing techniques,660feb0a6f3688dd93b442c0,2024-01-11 00:00:00,100,,100
6614ee8c67ee280377892dd8,6613e4e59ee42a92eca1342a,"Big data technologies (e.g., Hadoop, Spark)",660feb0a6f3688dd93b442ca,2024-01-07 00:00:00,54,,100
6614ee8c67ee280377892dd9,6613e4e59ee42a92eca1342b,Database optimization,660feb0a6f3688dd93b442cf,2024-01-09 00:00:00,45,,100
6614ee8c67ee280377892dda,6613e4e59ee42a92eca1342c,Database optimization,660feb0a6f3688dd93b442da,2024-01-03 00:00:00,84,,100
6614ee8c67ee280377892ddb,6613e4e59ee42a92eca1342d,"Big data technologies (e.g., Hadoop, Spark)",660fe8a86f3688dd93b36683,2024-01-09 00:00:00,47,,100
6614ee8c67ee280377892ddc,6613e4e59ee42a92eca1342e,Database optimization,660feb0a6f3688dd93b442dd,2024-01-15 00:00:00,70,,100
6614ee8c67ee280377892ddd,6613e4e59ee42a92eca1342f,Feature engineering,660feb0a6f3688dd93b442e7,2024-01-09 00:00:00,58,,100
6614ee8c67ee280377892dde,6613e4e59ee42a92eca13430,Cloud Computing Fundamentals,660feb0a6f3688dd93b442c9,2024-01-07 00:00:00,33,,100
6614ee8c67ee280377892ddf,6613e4e59ee42a92eca13431,Prototyping,660feb0a6f3688dd93b442d8,2024-01-12 00:00:00,53,,100
6614ee8d67ee280377892de0,6613e4e59ee42a92eca13432,Robotic process automation (RPA),660fe8a86f3688dd93b36695,2024-01-11 00:00:00,90,,100
6614ee8d67ee280377892de1,6613e4e59ee42a92eca13433,Design patterns,660fe8a86f3688dd93b3668f,2024-01-14 00:00:00,83,,100
6614ee8d67ee280377892de2,6613e4e59ee42a92eca13434,"Scripting languages (e.g., Python, Bash)",660feb0a6f3688dd93b442e5,2024-01-08 00:00:00,64,,100
6614ee8d67ee280377892de3,6613e4e59ee42a92eca13435,Robotic process automation (RPA),660feb0a6f3688dd93b442d1,2024-01-08 00:00:00,47,,100
6614ee8d67ee280377892de4,6613e4e59ee42a92eca13436,Code review best practices,660feb0a6f3688dd93b442c9,2024-01-09 00:00:00,83,,100
6614ee8d67ee280377892de5,6613e4e59ee42a92eca13437,Agile methodologies,660fe8a86f3688dd93b3667c,2024-01-15 00:00:00,89,,100
6614ee8d67ee280377892de6,6613e4e59ee42a92eca13438,Data governance,660fe8a86f3688dd93b36694,2024-01-08 00:00:00,56,,100
6614ee8d67ee280377892de7,6613e4e59ee42a92eca13439,Data preprocessing techniques,660fe8a86f3688dd93b3667e,2024-01-12 00:00:00,86,,100
6614ee8d67ee280377892de8,6613e4e59ee42a92eca1343a,Time series analysis,660feb0a6f3688dd93b442e8,2024-01-16 00:00:00,76,,100
6614ee8d67ee280377892de9,6613e4e59ee42a92eca1343b,UI/UX Design Essentials,660fe8a86f3688dd93b36682,2024-01-11 00:00:00,37,,100
6614ee8d67ee280377892dea,6613e4e59ee42a92eca1343c,Data mining techniques,660fe8a86f3688dd93b36691,2024-01-13 00:00:00,96,,100
6614ee8d67ee280377892deb,6613e4e59ee42a92eca1343d,Responsive web design,660feb0a6f3688dd93b442da,2024-01-06 00:00:00,59,,100
6614ee8d67ee280377892dec,6613e4e59ee42a92eca1343e,Scalability and elasticity,660feb0a6f3688dd93b442d3,2024-01-06 00:00:00,38,,100
6614ee8d67ee280377892ded,6613e4e59ee42a92eca1343f,Data warehouses,660fe8a86f3688dd93b3668a,2024-01-08 00:00:00,45,,100
6614ee8d67ee280377892dee,6613e4e59ee42a92eca13440,Cloud security best practices,660fe8a86f3688dd93b3667b,2024-01-11 00:00:00,58,,100
6614ee8d67ee280377892def,6613e4e59ee42a92eca13441,Data Analytics Bootcamp,660fe8a86f3688dd93b36698,2024-01-08 00:00:00,66,,100
6614ee8d67ee280377892df0,6613e4e59ee42a92eca13442,User research,660feb0a6f3688dd93b442c1,2024-01-10 00:00:00,46,,100
6614ee8d67ee280377892df1,6613e4e59ee42a92eca13443,Data visualization techniques,660fe8a86f3688dd93b36683,2024-01-11 00:00:00,100,,100
6614ee8e67ee280377892df2,6613e4e59ee42a92eca13444,Interaction design,660feb0a6f3688dd93b442d7,2024-01-07 00:00:00,84,,100
6614ee8e67ee280377892df3,6613e4e59ee42a92eca13445,Data streaming,660feb0a6f3688dd93b442da,2024-01-11 00:00:00,47,,100
6614ee8e67ee280377892df4,6613e4e59ee42a92eca13446,Continuous testing,660fe8a86f3688dd93b3669c,2024-01-06 00:00:00,31,,100
6614ee8e67ee280377892df5,6613e4e59ee42a92eca13447,Real-time data processing,660feb0a6f3688dd93b442f9,2024-01-11 00:00:00,57,,100
6614ee8e67ee280377892df6,6613e4e59ee42a92eca13448,Natural language processing (NLP),660fe8a86f3688dd93b3668c,2024-01-14 00:00:00,34,,100
6614ee8e67ee280377892df7,6613e4e59ee42a92eca13449,"Web server technologies (e.g., Apache, Nginx)",660feb0a6f3688dd93b442fb,2024-01-11 00:00:00,62,,100
6614ee8e67ee280377892df8,6613e4e59ee42a92eca1344a,"Database management systems (e.g., SQL, NoSQL)",660feb0a6f3688dd93b442cc,2024-01-06 00:00:00,44,,100
6614ee8e67ee280377892df9,6613e4e59ee42a92eca1344b,Data Engineering Essentials,660feb0a6f3688dd93b442eb,2024-01-11 00:00:00,43,,100
6614ee8e67ee280377892dfa,6613e4e59ee42a92eca1344c,A/B testing methodologies,660feb0a6f3688dd93b442d5,2024-01-11 00:00:00,76,,100
6614ee8e67ee280377892dfb,6613e4e59ee42a92eca1344d,Robotic process automation (RPA),660feb0a6f3688dd93b442ee,2024-01-15 00:00:00,98,,100
6614ee8e67ee280377892dfc,6613e4e59ee42a92eca1344e,Cloud migration strategies,660feb0a6f3688dd93b442d0,2024-01-06 00:00:00,38,,100
6614ee8e67ee280377892dfd,6613e4e59ee42a92eca1344f,Monitoring and logging in cloud environments,660feb0a6f3688dd93b442c5,2024-01-05 00:00:00,74,,100
6614ee8e67ee280377892dfe,6613e4e59ee42a92eca13450,Feature engineering,660feb0a6f3688dd93b442e1,2024-01-09 00:00:00,34,,100
6614ee8e67ee280377892dff,6613e4e59ee42a92eca13451,Cloud Computing Fundamentals,660feb0a6f3688dd93b442f8,2024-01-09 00:00:00,92,,100
6614ee8e67ee280377892e00,6613e6b49ee42a92eca1c3c7,Natural language processing (NLP),660feb0a6f3688dd93b44339,2024-04-08 00:00:00,92,,100
6614ee8e67ee280377892e01,6613e6b49ee42a92eca1c3c8,Software testing,660feb0a6f3688dd93b4431a,2024-04-07 00:00:00,44,,100
6614ee8e67ee280377892e02,6613e6b49ee42a92eca1c3c9,Data preprocessing techniques,660feb0a6f3688dd93b4435b,2024-04-12 00:00:00,86,,100
6614ee8e67ee280377892e03,6613e6b49ee42a92eca1c3ca,Design patterns,660feb0a6f3688dd93b4435a,2024-04-16 00:00:00,82,,100
6614ee8e67ee280377892e04,6613e6b49ee42a92eca1c3cb,Real-time data processing,660feb0a6f3688dd93b44339,2024-04-17 00:00:00,99,,100
6614ee8f67ee280377892e05,6613e6b49ee42a92eca1c3cc,Software testing,660feb0a6f3688dd93b4430c,2024-04-07 00:00:00,35,,100
6614ee8f67ee280377892e06,6613e6b49ee42a92eca1c3cd,"Web server technologies (e.g., Apache, Nginx)",660feb0a6f3688dd93b44351,2024-04-10 00:00:00,86,,100
6614ee8f67ee280377892e07,6613e6b49ee42a92eca1c3ce,Cloud Computing Fundamentals,660feb0a6f3688dd93b44339,2024-04-14 00:00:00,93,,100
6614ee8f67ee280377892e08,6613e6b49ee42a92eca1c3cf,Predictive analytics,660feb0a6f3688dd93b44339,2024-04-06 00:00:00,92,,100
6614ee8f67ee280377892e09,6613e6b49ee42a92eca1c3d0,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",660feb0a6f3688dd93b44348,2024-04-15 00:00:00,72,,100
6614ee8f67ee280377892e0a,6613e6b49ee42a92eca1c3d1,Machine learning algorithms,660feb0a6f3688dd93b44354,2024-04-11 00:00:00,61,,100
6614ee8f67ee280377892e0b,6613e6b49ee42a92eca1c3d2,Data storytelling,660feb0a6f3688dd93b44341,2024-04-16 00:00:00,34,,100
6614ee8f67ee280377892e0c,6613e6b49ee42a92eca1c3d3,Software testing,660feb0a6f3688dd93b44348,2024-04-07 00:00:00,83,,100
6614ee8f67ee280377892e0d,6613e6b49ee42a92eca1c3d4,Data streaming,660feb0a6f3688dd93b44307,2024-04-09 00:00:00,71,,100
6614ee8f67ee280377892e0e,6613e6b49ee42a92eca1c3d5,Automated deployment pipelines,660feb0a6f3688dd93b44337,2024-04-13 00:00:00,55,,100
6614ee8f67ee280377892e0f,6613e6b49ee42a92eca1c3d6,Real-time data processing,660feb0a6f3688dd93b44330,2024-04-07 00:00:00,40,,100
6614ee8f67ee280377892e10,6613e6b49ee42a92eca1c3d7,Automated documentation generation,660feb0a6f3688dd93b44311,2024-04-10 00:00:00,42,,100
6614ee8f67ee280377892e11,6613e6b49ee42a92eca1c3d8,Design patterns,660feb0a6f3688dd93b4431a,2024-04-13 00:00:00,36,,100
6614ee8f67ee280377892e12,6613e6b49ee42a92eca1c3d9,Serverless computing,660feb0a6f3688dd93b44325,2024-04-14 00:00:00,35,,100
6614ee8f67ee280377892e13,6613e6b49ee42a92eca1c3da,Authentication and authorization,660feb0a6f3688dd93b44330,2024-04-10 00:00:00,39,,100
6614ee8f67ee280377892e14,6614e25611f054e6a1b1b6ec,Design patterns,660fe8a86f3688dd93b36678,2024-04-12 17:00:00,52,,100
6614ee8f67ee280377892e15,6614e25611f054e6a1b1b6ed,Design patterns,660fe8a86f3688dd93b36680,2024-04-12 17:00:00,34,,100
6614ee8f67ee280377892e16,6614e25611f054e6a1b1b6ee,Design patterns,660fe8a86f3688dd93b3667e,2024-04-11 17:00:00,89,,100
6614ee8f67ee280377892e17,6614e25611f054e6a1b1b6ef,Design patterns,660fe8a86f3688dd93b3667a,2024-04-10 17:00:00,97,,100
6614ee9067ee280377892e18,6614e25611f054e6a1b1b6f0,Design patterns,660fe8a86f3688dd93b36679,2024-04-11 17:00:00,97,,100
6614ee9067ee280377892e19,6614e25611f054e6a1b1b6f1,Design patterns,660fe8a86f3688dd93b3667b,2024-04-12 17:00:00,41,,100
6614ee9067ee280377892e1a,6614e25611f054e6a1b1b6f2,Design patterns,660fe8a86f3688dd93b3667c,2024-04-12 17:00:00,30,,100
6614ee9067ee280377892e1b,6614e25611f054e6a1b1b6f3,Design patterns,660fe8a86f3688dd93b3667d,2024-04-10 17:00:00,72,,100
6614ee9067ee280377892e1c,6614e25611f054e6a1b1b6f4,Design patterns,660fe8a86f3688dd93b3667f,2024-04-11 17:00:00,55,,100
6614ee9067ee280377892e1d,6614e25611f054e6a1b1b6f5,Design patterns,660fe8a86f3688dd93b36681,2024-04-10 17:00:00,73,,100
6614ee9067ee280377892e1e,6614e25611f054e6a1b1b6f6,Design patterns,660fe8a86f3688dd93b36682,2024-04-12 17:00:00,61,,100
6614ee9067ee280377892e1f,6614e25611f054e6a1b1b6f7,Design patterns,660fe8a86f3688dd93b36688,2024-04-12 17:00:00,88,,100
6614ee9067ee280377892e20,6614e25611f054e6a1b1b6f8,Design patterns,660fe8a86f3688dd93b3668d,2024-04-11 17:00:00,46,,100
6614ee9067ee280377892e21,6614e25611f054e6a1b1b6f9,Design patterns,660fe8a86f3688dd93b3668f,2024-04-10 17:00:00,78,,100
6614ee9067ee280377892e22,6614e25611f054e6a1b1b6fa,Design patterns,660fe8a86f3688dd93b36690,2024-04-11 17:00:00,35,,100
6614ee9067ee280377892e23,6614e25711f054e6a1b1b6fb,Design patterns,660fe8a86f3688dd93b36691,2024-04-10 17:00:00,69,,100
6614ee9067ee280377892e24,6614e25711f054e6a1b1b6fc,Design patterns,660fe8a86f3688dd93b36692,2024-04-10 17:00:00,66,,100
6614ee9067ee280377892e25,6614e25711f054e6a1b1b6fd,Design patterns,660fe8a86f3688dd93b36695,2024-04-10 17:00:00,79,,100
6614ee9067ee280377892e26,6614e25711f054e6a1b1b6fe,Design patterns,660fe8a86f3688dd93b36698,2024-04-10 17:00:00,58,,100
6614ee9067ee280377892e27,6614e25711f054e6a1b1b6ff,Design patterns,660fe8a86f3688dd93b36699,2024-04-10 17:00:00,30,,100
6614ee9067ee280377892e28,6614e25711f054e6a1b1b700,Design patterns,660fe8a86f3688dd93b3669a,2024-04-10 17:00:00,84,,100
6614ee9067ee280377892e29,6614e25711f054e6a1b1b701,Design patterns,660fe8a86f3688dd93b36685,2024-04-10 17:00:00,61,,100
6614ee9067ee280377892e2a,6614e25711f054e6a1b1b702,Design patterns,660fe8a86f3688dd93b36686,2024-04-10 17:00:00,47,,100
6614ee9167ee280377892e2b,6614e25711f054e6a1b1b703,Design patterns,660fe8a86f3688dd93b36689,2024-04-10 17:00:00,99,,100
