_id,assessmentSessionId,sessionName,userId,assessmentDate,maxScore,score
661ce49902ac53db241d98d9,661380ac2b58b7175bca7031,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",661224230ccdccd17b1e084c,2024-04-12 12:00:00,100,53
661ce49902ac53db241d98da,66138a552b58b7175bca70b4,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",661224230ccdccd17b1e084c,2024-04-12 15:00:00,100,36
661ce49902ac53db241d98db,6613a181a17a6dbac96b1781,Infrastructure as Code (IaC),661224230ccdccd17b1e084c,2024-04-13 11:30:00,100,68
661ce49902ac53db241d98dc,6613e4e59ee42a92eca133ee,Feature engineering,660feb0a6f3688dd93b442d9,2024-01-13 00:00:00,100,75
661ce49902ac53db241d98dd,6613e4e59ee42a92eca133ef,Reinforcement learning,660fe8a86f3688dd93b3667b,2024-01-12 00:00:00,100,92
661ce49902ac53db241d98de,6613e4e59ee42a92eca133f0,Model evaluation and validation,661224230ccdccd17b1e084c,2024-01-07 00:00:00,100,34
661ce49902ac53db241d98df,6613e4e59ee42a92eca133f1,Infrastructure automation,660feb0a6f3688dd93b442e7,2024-01-12 00:00:00,100,91
661ce49902ac53db241d98e0,6613e4e59ee42a92eca133f2,User research,660feb0a6f3688dd93b442c5,2024-01-06 00:00:00,100,55
661ce49902ac53db241d98e1,6613e4e59ee42a92eca133f3,A/B testing methodologies,660feb0a6f3688dd93b442cf,2024-01-13 00:00:00,100,93
661ce49902ac53db241d98e2,6613e4e59ee42a92eca133f4,Model evaluation and validation,660fe8a86f3688dd93b36694,2024-01-08 00:00:00,100,84
661ce49902ac53db241d98e3,6613e4e59ee42a92eca133f5,Data governance,660feb0a6f3688dd93b442e7,2024-01-11 00:00:00,100,94
661ce49902ac53db241d98e4,6613e4e59ee42a92eca133f6,Prototyping,660fe8a86f3688dd93b36685,2024-01-14 00:00:00,100,64
661ce49902ac53db241d98e5,6613e4e59ee42a92eca133f7,Data Science Fundamentals,660feb0a6f3688dd93b442de,2024-01-08 00:00:00,100,96
661ce49902ac53db241d98e6,6613e4e59ee42a92eca133f8,Test automation frameworks,660feb0a6f3688dd93b442c8,2024-01-12 00:00:00,100,73
661ce49902ac53db241d98e7,6613e4e59ee42a92eca133f9,"Message brokers (e.g., RabbitMQ, Kafka)",660fe8a86f3688dd93b36695,2024-01-07 00:00:00,100,32
661ce49902ac53db241d98e8,6613e4e59ee42a92eca133fa,Automated incident response,660feb0a6f3688dd93b442fa,2024-01-11 00:00:00,100,80
661ce49902ac53db241d98e9,6613e4e59ee42a92eca133fb,User personas,660feb0a6f3688dd93b442d9,2024-01-13 00:00:00,100,82
661ce49902ac53db241d98ea,6613e4e59ee42a92eca133fc,Monitoring and logging in cloud environments,660feb0a6f3688dd93b442e4,2024-01-15 00:00:00,100,57
661ce49a02ac53db241d98eb,6613e4e59ee42a92eca133fd,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",660fe8a86f3688dd93b36678,2024-01-12 00:00:00,100,34
661ce49a02ac53db241d98ec,6613e4e59ee42a92eca133fe,Advanced Machine Learning,661224230ccdccd17b1e084c,2024-01-16 00:00:00,100,65
661ce49a02ac53db241d98ed,6613e4e59ee42a92eca133ff,Interaction design,660feb0a6f3688dd93b442d6,2024-01-08 00:00:00,100,64
661ce49a02ac53db241d98ee,6613e4e59ee42a92eca13400,Information architecture,660feb0a6f3688dd93b442c0,2024-01-11 00:00:00,100,58
661ce49a02ac53db241d98ef,6613e4e59ee42a92eca13401,Software architecture,660feb0a6f3688dd93b442e8,2024-01-07 00:00:00,100,49
661ce49a02ac53db241d98f0,6613e4e59ee42a92eca13402,Data warehouses,6613726b575d5b967ace46b4,2024-01-12 00:00:00,100,91
661ce49a02ac53db241d98f1,6613e4e59ee42a92eca13403,Data preprocessing techniques,660fe8a86f3688dd93b36684,2024-01-09 00:00:00,100,53
661ce49a02ac53db241d98f2,6613e4e59ee42a92eca13404,Cost management in the cloud,660fe8a86f3688dd93b3669b,2024-01-13 00:00:00,100,65
661ce49a02ac53db241d98f3,6613e4e59ee42a92eca13405,Exploratory data analysis (EDA),660feb0a6f3688dd93b442ca,2024-01-10 00:00:00,100,43
661ce49a02ac53db241d98f4,6613e4e59ee42a92eca13406,Scalable backend architectures,660feb0a6f3688dd93b442e0,2024-01-09 00:00:00,100,78
661ce49a02ac53db241d98f5,6613e4e59ee42a92eca13407,Data Analytics Bootcamp,660fe8a86f3688dd93b36687,2024-01-07 00:00:00,100,30
661ce49a02ac53db241d98f6,6613e4e59ee42a92eca13408,Data Engineering Essentials,660fe8a86f3688dd93b3668e,2024-01-10 00:00:00,100,90
661ce49a02ac53db241d98f7,6613e4e59ee42a92eca13409,Refactoring techniques,660feb0a6f3688dd93b442ea,2024-01-08 00:00:00,100,65
661ce49a02ac53db241d98f8,6613e4e59ee42a92eca1340a,"Server-side programming languages (e.g., Node.js, Django, Flask)",660feb0a6f3688dd93b442c2,2024-01-16 00:00:00,100,60
661ce49a02ac53db241d98f9,6613e4e59ee42a92eca1340b,User personas,660feb0a6f3688dd93b442f9,2024-01-16 00:00:00,100,38
661ce49a02ac53db241d98fa,6613e4e59ee42a92eca1340c,"Server-side programming languages (e.g., Node.js, Django, Flask)",660feb0a6f3688dd93b442cb,2024-01-10 00:00:00,100,85
661ce49a02ac53db241d98fb,6613e4e59ee42a92eca1340d,Automated documentation generation,660fe8a86f3688dd93b36682,2024-01-03 00:00:00,100,71
661ce49a02ac53db241d98fc,6613e4e59ee42a92eca1340e,Real-time data processing,660fe8a86f3688dd93b36698,2024-01-12 00:00:00,100,46
661ce49a02ac53db241d98fd,6613e4e59ee42a92eca1340f,Continuous testing,660fe8a86f3688dd93b3668e,2024-01-12 00:00:00,100,91
661ce49a02ac53db241d98fe,6613e4e59ee42a92eca13410,Usability testing,660fe8a86f3688dd93b3667b,2024-01-09 00:00:00,100,74
661ce49a02ac53db241d98ff,6613e4e59ee42a92eca13411,Object-oriented programming (OOP),660feb0a6f3688dd93b442d4,2024-01-05 00:00:00,100,57
661ce49b02ac53db241d9900,6613e4e59ee42a92eca13412,Data pipelines,660feb0a6f3688dd93b442df,2024-01-06 00:00:00,100,43
661ce49b02ac53db241d9901,6613e4e59ee42a92eca13413,Database optimization,660feb0a6f3688dd93b442da,2024-01-16 00:00:00,100,35
661ce49b02ac53db241d9902,6613e4e59ee42a92eca13414,Automated incident response,660feb0a6f3688dd93b442db,2024-01-11 00:00:00,100,77
661ce49b02ac53db241d9903,6613e4e59ee42a92eca13415,Automated documentation generation,660feb0a6f3688dd93b442d9,2024-01-13 00:00:00,100,51
661ce49b02ac53db241d9904,6613e4e59ee42a92eca13416,Cost management in the cloud,660fe8a86f3688dd93b36695,2024-01-08 00:00:00,100,81
661ce49b02ac53db241d9905,6613e4e59ee42a92eca13417,Automated deployment pipelines,660feb0a6f3688dd93b442f8,2024-01-11 00:00:00,100,68
661ce49b02ac53db241d9906,6613e4e59ee42a92eca13418,"Containers and container orchestration (e.g., Docker, Kubernetes)",660feb0a6f3688dd93b442f2,2024-01-04 00:00:00,100,90
661ce49b02ac53db241d9907,6613e4e59ee42a92eca13419,Data modeling and ORM (Object-Relational Mapping),660feb0a6f3688dd93b442e1,2024-01-07 00:00:00,100,62
661ce49b02ac53db241d9908,6613e4e59ee42a92eca1341a,Automated deployment pipelines,660fe8a86f3688dd93b36678,2024-01-13 00:00:00,100,31
661ce49b02ac53db241d9909,6613e4e59ee42a92eca1341b,Design patterns,660feb0a6f3688dd93b442ce,2024-01-05 00:00:00,100,47
661ce49b02ac53db241d990a,6613e4e59ee42a92eca1341c,Continuous testing,660feb0a6f3688dd93b442c5,2024-01-11 00:00:00,100,94
661ce49b02ac53db241d990b,6613e4e59ee42a92eca1341d,"Configuration management tools (e.g., Ansible, Chef, Puppet)",660feb0a6f3688dd93b442e0,2024-01-12 00:00:00,100,73
661ce49b02ac53db241d990c,6613e4e59ee42a92eca1341e,Prototyping,660feb0a6f3688dd93b442ef,2024-01-11 00:00:00,100,35
661ce49b02ac53db241d990d,6613e4e59ee42a92eca1341f,Caching strategies,660feb0a6f3688dd93b442e6,2024-01-04 00:00:00,100,37
661ce49b02ac53db241d990e,6613e4e59ee42a92eca13420,"Message brokers (e.g., RabbitMQ, Kafka)",660fe8a86f3688dd93b36699,2024-01-09 00:00:00,100,72
661ce49b02ac53db241d990f,6613e4e59ee42a92eca13421,Responsive web design,660feb0a6f3688dd93b442d6,2024-01-14 00:00:00,100,86
661ce49b02ac53db241d9910,6613e4e59ee42a92eca13422,Time series analysis,660feb0a6f3688dd93b442c2,2024-01-09 00:00:00,100,88
661ce49b02ac53db241d9911,6613e4e59ee42a92eca13423,Data preprocessing techniques,660fe8a86f3688dd93b3669a,2024-01-08 00:00:00,100,44
661ce49b02ac53db241d9912,6613e4e59ee42a92eca13424,Accessibility standards,660fe8a86f3688dd93b36678,2024-01-13 00:00:00,100,73
661ce49b02ac53db241d9913,6613e4e59ee42a92eca13425,Backend Development Bootcamp,660fe8a86f3688dd93b36689,2024-01-11 00:00:00,100,41
661ce49b02ac53db241d9914,6613e4e59ee42a92eca13426,"Server-side programming languages (e.g., Node.js, Django, Flask)",660feb0a6f3688dd93b442e6,2024-01-07 00:00:00,100,62
661ce49b02ac53db241d9915,6613e4e59ee42a92eca13427,Agile methodologies,660fe8a86f3688dd93b36686,2024-01-12 00:00:00,100,45
661ce49c02ac53db241d9916,6613e4e59ee42a92eca13428,Continuous integration/continuous deployment (CI/CD),660feb0a6f3688dd93b442c2,2024-01-11 00:00:00,100,38
661ce49c02ac53db241d9917,6613e4e59ee42a92eca13429,Data preprocessing techniques,660feb0a6f3688dd93b442c0,2024-01-11 00:00:00,100,74
661ce49c02ac53db241d9918,6613e4e59ee42a92eca1342a,"Big data technologies (e.g., Hadoop, Spark)",660feb0a6f3688dd93b442ca,2024-01-07 00:00:00,100,65
661ce49c02ac53db241d9919,6613e4e59ee42a92eca1342b,Database optimization,660feb0a6f3688dd93b442cf,2024-01-08 00:00:00,100,67
661ce49c02ac53db241d991a,6613e4e59ee42a92eca1342c,Database optimization,660feb0a6f3688dd93b442da,2024-01-04 00:00:00,100,83
661ce49c02ac53db241d991b,6613e4e59ee42a92eca1342d,"Big data technologies (e.g., Hadoop, Spark)",660fe8a86f3688dd93b36683,2024-01-07 00:00:00,100,96
661ce49c02ac53db241d991c,6613e4e59ee42a92eca1342e,Database optimization,660feb0a6f3688dd93b442dd,2024-01-14 00:00:00,100,39
661ce49c02ac53db241d991d,6613e4e59ee42a92eca1342f,Feature engineering,660feb0a6f3688dd93b442e7,2024-01-09 00:00:00,100,49
661ce49c02ac53db241d991e,6613e4e59ee42a92eca13430,Cloud Computing Fundamentals,660feb0a6f3688dd93b442c9,2024-01-07 00:00:00,100,77
661ce49c02ac53db241d991f,6613e4e59ee42a92eca13431,Prototyping,660feb0a6f3688dd93b442d8,2024-01-11 00:00:00,100,56
661ce49c02ac53db241d9920,6613e4e59ee42a92eca13432,Robotic process automation (RPA),660fe8a86f3688dd93b36695,2024-01-11 00:00:00,100,41
661ce49c02ac53db241d9921,6613e4e59ee42a92eca13433,Design patterns,660fe8a86f3688dd93b3668f,2024-01-15 00:00:00,100,55
661ce49c02ac53db241d9922,6613e4e59ee42a92eca13434,"Scripting languages (e.g., Python, Bash)",660feb0a6f3688dd93b442e5,2024-01-09 00:00:00,100,48
661ce49c02ac53db241d9923,6613e4e59ee42a92eca13435,Robotic process automation (RPA),660feb0a6f3688dd93b442d1,2024-01-09 00:00:00,100,49
661ce49c02ac53db241d9924,6613e4e59ee42a92eca13436,Code review best practices,660feb0a6f3688dd93b442c9,2024-01-08 00:00:00,100,38
661ce49c02ac53db241d9925,6613e4e59ee42a92eca13437,Agile methodologies,660fe8a86f3688dd93b3667c,2024-01-17 00:00:00,100,84
661ce49c02ac53db241d9926,6613e4e59ee42a92eca13438,Data governance,660fe8a86f3688dd93b36694,2024-01-09 00:00:00,100,83
661ce49c02ac53db241d9927,6613e4e59ee42a92eca13439,Data preprocessing techniques,660fe8a86f3688dd93b3667e,2024-01-14 00:00:00,100,94
661ce49c02ac53db241d9928,6613e4e59ee42a92eca1343a,Time series analysis,660feb0a6f3688dd93b442e8,2024-01-16 00:00:00,100,54
661ce49c02ac53db241d9929,6613e4e59ee42a92eca1343b,UI/UX Design Essentials,660fe8a86f3688dd93b36682,2024-01-09 00:00:00,100,85
661ce49c02ac53db241d992a,6613e4e59ee42a92eca1343c,Data mining techniques,660fe8a86f3688dd93b36691,2024-01-11 00:00:00,100,30
661ce49c02ac53db241d992b,6613e4e59ee42a92eca1343d,Responsive web design,660feb0a6f3688dd93b442da,2024-01-07 00:00:00,100,33
661ce49d02ac53db241d992c,6613e4e59ee42a92eca1343e,Scalability and elasticity,660feb0a6f3688dd93b442d3,2024-01-05 00:00:00,100,34
661ce49d02ac53db241d992d,6613e4e59ee42a92eca1343f,Data warehouses,660fe8a86f3688dd93b3668a,2024-01-08 00:00:00,100,47
661ce49d02ac53db241d992e,6613e4e59ee42a92eca13440,Cloud security best practices,660fe8a86f3688dd93b3667b,2024-01-09 00:00:00,100,36
661ce49d02ac53db241d992f,6613e4e59ee42a92eca13441,Data Analytics Bootcamp,660fe8a86f3688dd93b36698,2024-01-08 00:00:00,100,61
661ce49d02ac53db241d9930,6613e4e59ee42a92eca13442,User research,660feb0a6f3688dd93b442c1,2024-01-12 00:00:00,100,32
661ce49d02ac53db241d9931,6613e4e59ee42a92eca13443,Data visualization techniques,660fe8a86f3688dd93b36683,2024-01-10 00:00:00,100,73
661ce49d02ac53db241d9932,6613e4e59ee42a92eca13444,Interaction design,660feb0a6f3688dd93b442d7,2024-01-06 00:00:00,100,70
661ce49d02ac53db241d9933,6613e4e59ee42a92eca13445,Data streaming,660feb0a6f3688dd93b442da,2024-01-10 00:00:00,100,41
661ce49d02ac53db241d9934,6613e4e59ee42a92eca13446,Continuous testing,660fe8a86f3688dd93b3669c,2024-01-06 00:00:00,100,70
661ce49d02ac53db241d9935,6613e4e59ee42a92eca13447,Real-time data processing,660feb0a6f3688dd93b442f9,2024-01-11 00:00:00,100,68
661ce49d02ac53db241d9936,6613e4e59ee42a92eca13448,Natural language processing (NLP),660fe8a86f3688dd93b3668c,2024-01-16 00:00:00,100,43
661ce49d02ac53db241d9937,6613e4e59ee42a92eca13449,"Web server technologies (e.g., Apache, Nginx)",660feb0a6f3688dd93b442fb,2024-01-12 00:00:00,100,100
661ce49d02ac53db241d9938,6613e4e59ee42a92eca1344a,"Database management systems (e.g., SQL, NoSQL)",660feb0a6f3688dd93b442cc,2024-01-06 00:00:00,100,47
661ce49d02ac53db241d9939,6613e4e59ee42a92eca1344b,Data Engineering Essentials,660feb0a6f3688dd93b442eb,2024-01-12 00:00:00,100,63
661ce49d02ac53db241d993a,6613e4e59ee42a92eca1344c,A/B testing methodologies,660feb0a6f3688dd93b442d5,2024-01-10 00:00:00,100,73
661ce49d02ac53db241d993b,6613e4e59ee42a92eca1344d,Robotic process automation (RPA),660feb0a6f3688dd93b442ee,2024-01-16 00:00:00,100,61
661ce49d02ac53db241d993c,6613e4e59ee42a92eca1344e,Cloud migration strategies,660feb0a6f3688dd93b442d0,2024-01-08 00:00:00,100,94
661ce49d02ac53db241d993d,6613e4e59ee42a92eca1344f,Monitoring and logging in cloud environments,660feb0a6f3688dd93b442c5,2024-01-04 00:00:00,100,57
661ce49d02ac53db241d993e,6613e4e59ee42a92eca13450,Feature engineering,660feb0a6f3688dd93b442e1,2024-01-10 00:00:00,100,51
661ce49d02ac53db241d993f,6613e4e59ee42a92eca13451,Cloud Computing Fundamentals,660feb0a6f3688dd93b442f8,2024-01-10 00:00:00,100,65
661ce49d02ac53db241d9940,6613e6b49ee42a92eca1c3c7,Natural language processing (NLP),660feb0a6f3688dd93b44339,2024-04-07 00:00:00,100,79
661ce49e02ac53db241d9941,6613e6b49ee42a92eca1c3c8,Software testing,660feb0a6f3688dd93b4431a,2024-04-08 00:00:00,100,94
661ce49e02ac53db241d9942,6613e6b49ee42a92eca1c3c9,Data preprocessing techniques,660feb0a6f3688dd93b4435b,2024-04-11 00:00:00,100,61
661ce49e02ac53db241d9943,6613e6b49ee42a92eca1c3ca,Design patterns,660feb0a6f3688dd93b4435a,2024-04-14 00:00:00,100,33
661ce49e02ac53db241d9944,6613e6b49ee42a92eca1c3cb,Real-time data processing,660feb0a6f3688dd93b44339,2024-04-15 00:00:00,100,33
661ce49e02ac53db241d9945,6613e6b49ee42a92eca1c3cc,Software testing,660feb0a6f3688dd93b4430c,2024-04-07 00:00:00,100,48
661ce49e02ac53db241d9946,6613e6b49ee42a92eca1c3cd,"Web server technologies (e.g., Apache, Nginx)",660feb0a6f3688dd93b44351,2024-04-08 00:00:00,100,69
661ce49e02ac53db241d9947,6613e6b49ee42a92eca1c3ce,Cloud Computing Fundamentals,660feb0a6f3688dd93b44339,2024-04-13 00:00:00,100,73
661ce49e02ac53db241d9948,6613e6b49ee42a92eca1c3cf,Predictive analytics,660feb0a6f3688dd93b44339,2024-04-08 00:00:00,100,86
661ce49e02ac53db241d9949,6613e6b49ee42a92eca1c3d0,"Cloud deployment models (Public, Private, Hybrid, Multi-cloud)",660feb0a6f3688dd93b44348,2024-04-14 00:00:00,100,99
661ce49e02ac53db241d994a,6613e6b49ee42a92eca1c3d1,Machine learning algorithms,660feb0a6f3688dd93b44354,2024-04-09 00:00:00,100,86
661ce49e02ac53db241d994b,6613e6b49ee42a92eca1c3d2,Data storytelling,660feb0a6f3688dd93b44341,2024-04-15 00:00:00,100,49
661ce49e02ac53db241d994c,6613e6b49ee42a92eca1c3d3,Software testing,660feb0a6f3688dd93b44348,2024-04-07 00:00:00,100,78
661ce49e02ac53db241d994d,6613e6b49ee42a92eca1c3d4,Data streaming,660feb0a6f3688dd93b44307,2024-04-07 00:00:00,100,69
661ce49e02ac53db241d994e,6613e6b49ee42a92eca1c3d5,Automated deployment pipelines,660feb0a6f3688dd93b44337,2024-04-13 00:00:00,100,95
661ce49e02ac53db241d994f,6613e6b49ee42a92eca1c3d6,Real-time data processing,660feb0a6f3688dd93b44330,2024-04-06 00:00:00,100,73
661ce49e02ac53db241d9950,6613e6b49ee42a92eca1c3d7,Automated documentation generation,660feb0a6f3688dd93b44311,2024-04-09 00:00:00,100,98
661ce49e02ac53db241d9951,6613e6b49ee42a92eca1c3d8,Design patterns,660feb0a6f3688dd93b4431a,2024-04-13 00:00:00,100,39
661ce49e02ac53db241d9952,6613e6b49ee42a92eca1c3d9,Serverless computing,660feb0a6f3688dd93b44325,2024-04-12 00:00:00,100,96
661ce49e02ac53db241d9953,6613e6b49ee42a92eca1c3da,Authentication and authorization,660feb0a6f3688dd93b44330,2024-04-10 00:00:00,100,84
661ce49e02ac53db241d9954,6614e25611f054e6a1b1b6ec,Design patterns,660fe8a86f3688dd93b36678,2024-04-11 17:00:00,100,88
661ce49e02ac53db241d9955,6614e25611f054e6a1b1b6ed,Design patterns,660fe8a86f3688dd93b36680,2024-04-10 17:00:00,100,52
661ce49e02ac53db241d9956,6614e25611f054e6a1b1b6ee,Design patterns,660fe8a86f3688dd93b3667e,2024-04-11 17:00:00,100,42
661ce49f02ac53db241d9957,6614e25611f054e6a1b1b6ef,Design patterns,660fe8a86f3688dd93b3667a,2024-04-12 17:00:00,100,76
661ce49f02ac53db241d9958,6614e25611f054e6a1b1b6f0,Design patterns,660fe8a86f3688dd93b36679,2024-04-10 17:00:00,100,85
661ce49f02ac53db241d9959,6614e25611f054e6a1b1b6f1,Design patterns,660fe8a86f3688dd93b3667b,2024-04-12 17:00:00,100,84
661ce49f02ac53db241d995a,6614e25611f054e6a1b1b6f2,Design patterns,660fe8a86f3688dd93b3667c,2024-04-12 17:00:00,100,63
661ce49f02ac53db241d995b,6614e25611f054e6a1b1b6f3,Design patterns,660fe8a86f3688dd93b3667d,2024-04-10 17:00:00,100,84
661ce49f02ac53db241d995c,6614e25611f054e6a1b1b6f4,Design patterns,660fe8a86f3688dd93b3667f,2024-04-12 17:00:00,100,51
661ce49f02ac53db241d995d,6614e25611f054e6a1b1b6f5,Design patterns,660fe8a86f3688dd93b36681,2024-04-10 17:00:00,100,59
661ce49f02ac53db241d995e,6614e25611f054e6a1b1b6f6,Design patterns,660fe8a86f3688dd93b36682,2024-04-11 17:00:00,100,41
661ce49f02ac53db241d995f,6614e25611f054e6a1b1b6f7,Design patterns,660fe8a86f3688dd93b36688,2024-04-12 17:00:00,100,93
661ce49f02ac53db241d9960,6614e25611f054e6a1b1b6f8,Design patterns,660fe8a86f3688dd93b3668d,2024-04-12 17:00:00,100,98
661ce49f02ac53db241d9961,6614e25611f054e6a1b1b6f9,Design patterns,660fe8a86f3688dd93b3668f,2024-04-12 17:00:00,100,50
661ce49f02ac53db241d9962,6614e25611f054e6a1b1b6fa,Design patterns,660fe8a86f3688dd93b36690,2024-04-12 17:00:00,100,72
661ce49f02ac53db241d9963,6614e25711f054e6a1b1b6fb,Design patterns,660fe8a86f3688dd93b36691,2024-04-10 17:00:00,100,90
661ce49f02ac53db241d9964,6614e25711f054e6a1b1b6fc,Design patterns,660fe8a86f3688dd93b36692,2024-04-11 17:00:00,100,98
661ce49f02ac53db241d9965,6614e25711f054e6a1b1b6fd,Design patterns,660fe8a86f3688dd93b36695,2024-04-10 17:00:00,100,65
661ce49f02ac53db241d9966,6614e25711f054e6a1b1b6fe,Design patterns,660fe8a86f3688dd93b36698,2024-04-12 17:00:00,100,65
661ce49f02ac53db241d9967,6614e25711f054e6a1b1b6ff,Design patterns,660fe8a86f3688dd93b36699,2024-04-10 17:00:00,100,46
661ce49f02ac53db241d9968,6614e25711f054e6a1b1b700,Design patterns,660fe8a86f3688dd93b3669a,2024-04-12 17:00:00,100,58
661ce49f02ac53db241d9969,6614e25711f054e6a1b1b701,Design patterns,660fe8a86f3688dd93b36685,2024-04-11 17:00:00,100,63
661ce49f02ac53db241d996a,6614e25711f054e6a1b1b702,Design patterns,660fe8a86f3688dd93b36686,2024-04-11 17:00:00,100,48
661ce49f02ac53db241d996b,6614e25711f054e6a1b1b703,Design patterns,660fe8a86f3688dd93b36689,2024-04-12 17:00:00,100,88
